| appname | description | site | download | version |
| iputils/arping | Send ARP REQUEST to a neighbour host [iputils] | https://github.com/iputils/iputils | oci://ghcr.io/pkgforge/bincache/iputils/nixpkgs/arping:20240905-riscv64-linux | 20240905 |
| bintools/addr2line | Converts addresses into filenames and line numbers [bintools] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/bintools/nixpkgs/addr2line:2.44-riscv64-linux | 2.44 |
| bison | Yacc-compatible parser generator | https://https.git.savannah.gnu.org/git/bison.git | oci://ghcr.io/pkgforge/bincache/bison/nixpkgs/bison:3.8.2-riscv64-linux | 3.8.2 |
| pkgconf/bomtool | Package compiler and linker metadata Toolkit | https://github.com/pkgconf/pkgconf | oci://ghcr.io/pkgforge/bincache/pkgconf/nixpkgs/bomtool:2.4.3-riscv64-linux | 2.4.3 |
| util-linux/blkid | Print block device information [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkid:2.41-riscv64-linux | 2.41 |
| iproute2/bridge | Show/Manipulate bridge addresses and devices [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/bridge:6.14.0-riscv64-linux | 6.14.0 |
| util-linux/blkzone | Run zone command on the given block device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkzone:2.41-riscv64-linux | 2.41 |
| util-linux/blkdiscard | Discard the content of sectors on a device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkdiscard:2.41-riscv64-linux | 2.41 |
| util-linux/blockdev | Call block device ioctls from the command line [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blockdev:2.41-riscv64-linux | 2.41 |
| brotli | Generic-purpose lossless compression tool | https://github.com/google/brotli | oci://ghcr.io/pkgforge/bincache/brotli/nixpkgs/brotli:1.1.0-riscv64-linux | 1.1.0 |
| util-linux/blkpr | Run persistent reservations command on a device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkpr:2.41-riscv64-linux | 2.41 |
| util-linux/addpart | Tell the kernel about the existence of a specified partition [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/addpart:2.41-riscv64-linux | 2.41 |
| busybox | A multi-purpose executable providing many standard UNIX utilities [busybox] | https://git.busybox.net/busybox | oci://ghcr.io/pkgforge/bincache/busybox/nixpkgs/busybox:1.36.1-riscv64-linux | 1.36.1 |
| byacc/byacc | Berkeley YACC | https://github.com/ThomasDickey/byacc-snapshots | oci://ghcr.io/pkgforge/bincache/byacc/nixpkgs/byacc:20241231-riscv64-linux | 20241231 |
| caddy | A powerful, enterprise-ready, and extensible HTTP/2 + HTTP/3 web server with automatic HTTPS | https://github.com/caddyserver/caddy | oci://ghcr.io/pkgforge/bincache/caddy/official/stable/caddy:v2.10.0-riscv64-linux | v2.10.0 |
| caddy | A powerful, enterprise-ready, and extensible HTTP/2 + HTTP/3 web server with automatic HTTPS (Beta) | https://github.com/caddyserver/caddy | oci://ghcr.io/pkgforge/bincache/caddy/official/beta/caddy:v2.10.0-beta.4-riscv64-linux | v2.10.0-beta.4 |
| util-linux/chfn | Change finger informaiton [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chfn:2.41-riscv64-linux | 2.41 |
| util-linux/chsh | Change login shell for a user [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chsh:2.41-riscv64-linux | 2.41 |
| openssl/c_rehash | Toolkit for the Transport Layer Security (TLS) and Secure Sockets Layer (SSL) protocols | https://github.com/openssl/openssl | oci://ghcr.io/pkgforge/bincache/openssl/nixpkgs/c_rehash:3.4.1-riscv64-linux | 3.4.1 |
| e2fsprogs/chattr | Change file attributes on a Linux file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/chattr:1.47.2-riscv64-linux | 1.47.2 |
| libcap/capsh | Capability Shell Wrapper [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/capsh:2.75-riscv64-linux | 2.75 |
| libcap/captree | Display tree of process capabilities [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/captree:2.75-riscv64-linux | 2.75 |
| libcap-ng/captest | Demonstrate capabilities [libcap-ng] | https://github.com/stevegrubb/libcap-ng | oci://ghcr.io/pkgforge/bincache/libcap-ng/nixpkgs/captest:0.8.5-riscv64-linux | 0.8.5 |
| util-linux/cfdisk | Display or manipulate a disk partition table [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/cfdisk:2.41-riscv64-linux | 2.41 |
| util-linux/chcpu | Configure CPUs in a multi-processor system [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chcpu:2.41-riscv64-linux | 2.41 |
| util-linux/cal | Display a calendar, or some part of it [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/cal:2.41-riscv64-linux | 2.41 |
| util-linux/chrt | Show or change the real-time scheduling attributes of a process [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chrt:2.41-riscv64-linux | 2.41 |
| util-linux/chmem | Set a particular size or range of memory online or offline [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chmem:2.41-riscv64-linux | 2.41 |
| outils/calendar | Reminder service [outils] | https://github.com/leahneukirchen/outils | oci://ghcr.io/pkgforge/bincache/outils/nixpkgs/calendar:0.13-riscv64-linux | 0.13 |
| util-linux/choom | Display and adjust OOM-killer score [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/choom:2.41-riscv64-linux | 2.41 |
| chsrc | Change Source everywhere for every software | https://github.com/RubyMetric/chsrc | oci://ghcr.io/pkgforge/bincache/chsrc/official/chsrc:v0.2.1-riscv64-linux | v0.2.1 |
| ciadpi | SOCKS proxy server implementing some DPI bypass methods | https://github.com/hufrea/byedpi | oci://ghcr.io/pkgforge/bincache/byedpi/nixpkgs/ciadpi:0.16.6-riscv64-linux | 0.16.6 |
| util-linux/colcrt | Filter nroff output for CRT previewing [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/colcrt:2.41-riscv64-linux | 2.41 |
| iputils/clockdiff | Measure clock difference between hosts [iputils] | https://github.com/iputils/iputils | oci://ghcr.io/pkgforge/bincache/iputils/nixpkgs/clockdiff:20240905-riscv64-linux | 20240905 |
| e2fsprogs/compile_et | Error table compiler [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/compile_et:1.47.2-riscv64-linux | 1.47.2 |
| util-linux/column | Columnate lists [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/column:2.41-riscv64-linux | 2.41 |
| outils/cksum | Display file checksums and block counts [outils] | https://github.com/leahneukirchen/outils | oci://ghcr.io/pkgforge/bincache/outils/nixpkgs/cksum:0.13-riscv64-linux | 0.13 |
| containerd | An open and reliable container runtime | https://github.com/containerd/containerd | oci://ghcr.io/pkgforge/bincache/containerd/official/containerd:v2.1.1-riscv64-linux | v2.1.1 |
| coreutils | Multicall Binary for Coreutils: GNU File, Shell, and Text utilities | https://github.com/coreutils/coreutils | oci://ghcr.io/pkgforge/bincache/coreutils/nixpkgs/coreutils:9.7-riscv64-linux | 9.7 |
| cpufetch | Simple yet fancy CPU architecture fetching tool | https://github.com/Dr-Noob/cpufetch | oci://ghcr.io/pkgforge/bincache/cpufetch/nixpkgs/cpufetch:1.06-riscv64-linux | 1.06 |
| crictl | CLI for kubelet CRI [cri-tools] | https://github.com/kubernetes-sigs/cri-tools | oci://ghcr.io/pkgforge/bincache/cri-tools/official/crictl:v1.33.0-riscv64-linux | v1.33.0 |
| crontab/crontab | Program used to install, remove or list the tables used to drive the cron daemon [crontab] | https://www.gnu.org/software/cron/ | oci://ghcr.io/pkgforge/bincache/crontab/nixpkgs/crontab:4.1-riscv64-linux | 4.1 |
| util-linux/colrm | Filter out the specified columns [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/colrm:2.41-riscv64-linux | 2.41 |
| crontab/cron | Daemon for running commands at specific times [crontab] | https://www.gnu.org/software/cron/ | oci://ghcr.io/pkgforge/bincache/crontab/nixpkgs/cron:4.1-riscv64-linux | 4.1 |
| curl/curl | A command line tool for transferring files with URL syntax | https://github.com/stunnel/static-curl | oci://ghcr.io/pkgforge/bincache/curl/stunnel/curl:8.14.1-riscv64-linux | 8.14.1 |
| sudo/cvtsudoers | Convert between sudoers file formats [sudo] | https://github.com/sudo-project/sudo | oci://ghcr.io/pkgforge/bincache/sudo/nixpkgs/cvtsudoers:1.9.16p2-riscv64-linux | 1.9.16p2 |
| dae | eBPF-based Linux high-performance Transparent Proxy solution | https://github.com/daeuniverse/dae | oci://ghcr.io/pkgforge/bincache/dae/official/stable/dae:v1.0.0-riscv64-linux | v1.0.0 |
| util-linux/ctrlaltdel | Set the function of the Ctrl-Alt-Del combination [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ctrlaltdel:2.41-riscv64-linux | 2.41 |
| dash | POSIX compliant shell that aims to be as small as possible | https://git.kernel.org/pub/scm/utils/dash/dash.git/ | oci://ghcr.io/pkgforge/bincache/dash/nixpkgs/dash:0.5.12-riscv64-linux | 0.5.12 |
| dateutils/dateconv | Convert DATE/TIMEs between calendrical systems [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateconv:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datetest | Like test(1) but for dates [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datetest:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateseq | Generate a sequence of date/times from FIRST to LAST or in INCREMENT [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateseq:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateadd | Add DURATION to DATE/TIME and print the result [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateadd:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dategrep | Grep standard input for lines that match EXPRESSION [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dategrep:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datesort | Sort contents of FILE chronologically [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datesort:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datediff | Compute duration from DATE/TIME (the reference date/time) to the other [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datediff:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dadd | Add DURATION to DATE/TIME and print the result (alias=dateadd) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dadd:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateround | Round DATE/TIME to the next occurrence of RNDSPEC [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateround:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datezone | Convert DATE/TIMEs between timezones [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datezone:0.4.11-riscv64-linux | 0.4.11 |
| dbus/dbus-uuidgen | Utility to generate UUIDs [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-uuidgen:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-monitor | Monitor messages going through a D-Bus message bus [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-monitor:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-launch | Utility to start a message bus from a shell script [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-launch:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-update-activation-environment | Update environment used for D-Bus session services [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-update-activation-environment:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-run-session | Start a process as a new D-Bus session [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-run-session:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-daemon-launch-helper | DBus SUID launch helper for autospawning [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-daemon-launch-helper:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-send | Send a message to a message bus [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-send:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-cleanup-sockets | Clean up leftover sockets in a directory [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-cleanup-sockets:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-test-tool | D-Bus traffic generator and test tool [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-test-tool:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-daemon | The D-Bus message bus daemon [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-daemon:1.14.10-riscv64-linux | 1.14.10 |
| dateutils/dconv | Convert DATE/TIMEs between calendrical systems (alias=dateconv) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dconv:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dseq | Generate a sequence of date/times from FIRST to LAST or in INCREMENT (alias=dateseq) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dseq:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dround | Round DATE/TIME to the next occurrence of RNDSPEC (alias=dateround) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dround:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dgrep | Grep standard input for lines that match EXPRESSION (alias=dategrep) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dgrep:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dzone | Convert DATE/TIMEs between timezones (alias=datezone) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dzone:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/ddiff | Compute duration from DATE/TIME (the reference date/time) to the other (alias=datediff) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/ddiff:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dtest | Like test(1) but for dates (alias=datetest) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dtest:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dsort | Sort contents of FILE chronologically (alias=datesort) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dsort:0.4.11-riscv64-linux | 0.4.11 |
| dos2unix/dos2unix | DOS to Unix and vice versa text file format (line endings) converter [dos2unix] | https://dos2unix.sourceforge.io | oci://ghcr.io/pkgforge/bincache/dos2unix/nixpkgs/dos2unix:7.5.2-riscv64-linux | 7.5.2 |
| exfatprogs/dump | Userspace utilities for creating and fixing and debugging exFAT filesystem | https://github.com/exfatprogs/exfatprogs | oci://ghcr.io/pkgforge/bincache/exfatprogs/nixpkgs/dump.exfat:1.2.9-riscv64-linux | 1.2.9 |
| e2fsprogs/e2fsck | Check a Linux ext2/ext3/ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2fsck:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/dumpe2fs | Dump ext2/ext3/ext4 file system information [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/dumpe2fs:1.47.2-riscv64-linux | 1.47.2 |
| kmod/depmod | Generate modules.dep and map files [kmod] | https://github.com/kmod-project/kmod | oci://ghcr.io/pkgforge/bincache/kmod/nixpkgs/depmod:31-riscv64-linux | 31 |
| net-tools/dnsdomainname | Show/Set the system's DNS domain name | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/dnsdomainname:2.10-riscv64-linux | 2.10 |
| iproute2/dcb | Show/Manipulate DCB (Data Center Bridging) settings [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/dcb:6.14.0-riscv64-linux | 6.14.0 |
| e2fsprogs/e2freefrag | Report free space fragmentation information [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2freefrag:1.47.2-riscv64-linux | 1.47.2 |
| net-tools/domainname | Show/Set the system's NIS/YP domain name | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/domainname:2.10-riscv64-linux | 2.10 |
| iproute2/devlink | Manage/Monitor network device links [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/devlink:6.14.0-riscv64-linux | 6.14.0 |
| e2fsprogs/debugfs | ext2/ext3/ext4 file system debugger [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/debugfs:1.47.2-riscv64-linux | 1.47.2 |
| util-linux/delpart | Tell the kernel to forget about a specified partition [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/delpart:2.41-riscv64-linux | 2.41 |
| e2fsprogs/e2undo | Replay an undo log for an ext2/ext3/ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2undo:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e2label | Change the label on an ext2/ext3/ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2label:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e4defrag | Defragmenter for ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e4defrag:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e2mmpstatus | Check MMP status of an ext4 file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2mmpstatus:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e2scrub | Check the contents of a mounted ext[234] file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2scrub:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e2scrub_all | Check all mounted ext[234] file systems for errors [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2scrub_all:1.47.2-riscv64-linux | 1.47.2 |
| e2fsprogs/e4crypt | ext4 file system encryption utility [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e4crypt:1.47.2-riscv64-linux | 1.47.2 |
| bintools/elfedit | Allows alteration of ELF format files [bintools] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/bintools/nixpkgs/elfedit:2.44-riscv64-linux | 2.44 |
| binutils/elfedit | Allows alteration of ELF format files [binutils] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/binutils/nixpkgs/elfedit:2.44-riscv64-linux | 2.44 |
| e2fsprogs/e2image | Save critical ext2/ext3/ext4 file system metadata to a file [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/e2image:1.47.2-riscv64-linux | 1.47.2 |
| entr | Run arbitrary commands when files change | https://github.com/eradman/entr | oci://ghcr.io/pkgforge/bincache/entr/nixpkgs/entr:5.7-riscv64-linux | 5.7 |
| vim/ex | Vim in Ex mode [vim] | https://github.com/vim/vim | oci://ghcr.io/pkgforge/bincache/vim/nixpkgs/ex:9.1.1336-riscv64-linux | 9.1.1336 |
| gettext/envsubst | Substitutes Environment variables in shell format strings [gettext] | https://git.savannah.gnu.org/gitweb/?p=gettext.git | oci://ghcr.io/pkgforge/bincache/gettext/nixpkgs/envsubst:0.22.5-riscv64-linux | 0.22.5 |
| util-linux/eject | Eject removable media via software control [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/eject:2.41-riscv64-linux | 2.41 |
| exfat/dumpexfat | Show on-disk information of exfat filesystem | https://github.com/relan/exfat | oci://ghcr.io/pkgforge/bincache/exfat/nixpkgs/dumpexfat:1.4.0-riscv64-linux | 1.4.0 |
| util-linux/dmesg | Print or control the kernel messaging buffer [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/dmesg:2.41-riscv64-linux | 2.41 |
| iproute2/ctstat | Unified linux network connection tracking statistics [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/ctstat:6.14.0-riscv64-linux | 6.14.0 |
