| appname | description | site | download | version |
| eudic | ----------------------------------------------------------------------------- | https://www.eudic.net/v4/en/app/eudic | https://huggingface.co/datasets/pkgforge/AMcache/resolve/eudic%2Fx86_64-Linux%2F1352/eudic | 13.5.2 |
| evalit | ----------------------------------------------------------------------------- | https://github.com/MTDonovan/Evalit | https://huggingface.co/datasets/pkgforge/AMcache/resolve/evalit%2Fx86_64-Linux%2F100/evalit | 1.0.0 |
| everdo | ----------------------------------------------------------------------------- | https://everdo.net | https://huggingface.co/datasets/pkgforge/AMcache/resolve/everdo%2Fx86_64-Linux%2F190/everdo | 1.9.0 |
| everinst | ----------------------------------------------------------------------------- | https://github.com/leo60228/everinst | https://huggingface.co/datasets/pkgforge/AMcache/resolve/everinst%2Fx86_64-Linux%2F010glibc218/everinst | 0.1.0.glibc2.18 |
| evince | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Evince-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/evince%2Fx86_64-Linux%2F480/evince | 48.0 |
| evoplex | ----------------------------------------------------------------------------- | https://github.com/evoplex/evoplex | https://huggingface.co/datasets/pkgforge/AMcache/resolve/evoplex%2Fx86_64-Linux%2F021/evoplex | 0.2.1 |
| excalidraw-pake | ----------------------------------------------------------------------------- | https://github.com/tw93/Pake | https://huggingface.co/datasets/pkgforge/AMcache/resolve/excalidraw-pake%2Fx86_64-Linux%2F311/excalidraw-pake | 3.1.1 |
| excel-parser-processor | ----------------------------------------------------------------------------- | https://github.com/btargac/excel-parser-processor | https://huggingface.co/datasets/pkgforge/AMcache/resolve/excel-parser-processor%2Fx86_64-Linux%2F131/excel-parser-processor | 1.3.1 |
| exe | ----------------------------------------------------------------------------- | https://exelearning.net/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exe%2Fx86_64-Linux%2F29glibc229/exe | 2.9.glibc2.29 |
| exeqt | ----------------------------------------------------------------------------- | https://github.com/AlexandruIstrate/ExeQt | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exeqt%2Fx86_64-Linux%2F1/exeqt | 1 |
| exifcleaner | ----------------------------------------------------------------------------- | https://github.com/szTheory/exifcleaner | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exifcleaner%2Fx86_64-Linux%2F360/exifcleaner | 3.6.0 |
| eximchain-wallet | ----------------------------------------------------------------------------- | https://github.com/Eximchain/EximchainWallet | https://huggingface.co/datasets/pkgforge/AMcache/resolve/eximchain-wallet%2Fx86_64-Linux%2F100/eximchain-wallet | 1.0.0 |
| exocortex | An encrypted note taking and personal knowledge management app for those who | https://www.getexocortex.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exocortex%2Fx86_64-Linux%2F2024.17.0/exocortex | 2024.17.0 |
| explorook | ----------------------------------------------------------------------------- | https://github.com/Rookout/explorook | https://huggingface.co/datasets/pkgforge/AMcache/resolve/explorook%2Fx86_64-Linux%2F1166/explorook | 1.16.6 |
| exportoo | ----------------------------------------------------------------------------- | https://github.com/NiklasMerz/exportoo | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exportoo%2Fx86_64-Linux%2F120/exportoo | 1.2.0 |
| exsplode.re | No description available | https://github.com/AmarOk1412/Eksplode.re | https://huggingface.co/datasets/pkgforge/AMcache/resolve/exsplodere%2Fx86_64-Linux%2Fv000/exsplode.re | v0.0.0 |
| extraterm | ----------------------------------------------------------------------------- | https://github.com/sedwards2009/extraterm | https://huggingface.co/datasets/pkgforge/AMcache/resolve/extraterm%2Fx86_64-Linux%2F0812glibc234/extraterm | 0.81.2.glibc2.34 |
| extrema | ----------------------------------------------------------------------------- | https://github.com/esternin/eXtrema | https://huggingface.co/datasets/pkgforge/AMcache/resolve/extrema%2Fx86_64-Linux%2F470/extrema | 4.7.0 |
| extremetuxracer | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Database-of-pkg2appimaged-packages | https://huggingface.co/datasets/pkgforge/AMcache/resolve/extremetuxracer%2Fx86_64-Linux%2F082/extremetuxracer | 0.8.2 |
| eyestalker | ----------------------------------------------------------------------------- | https://github.com/tbrouns/eyestalker | https://huggingface.co/datasets/pkgforge/AMcache/resolve/eyestalker%2Fx86_64-Linux%2F102/eyestalker | 1.0.2 |
| ezup | ----------------------------------------------------------------------------- | https://github.com/HuakunShen/EzUp | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ezup%2Fx86_64-Linux%2F0115/ezup | 0.1.15 |
| f-crm | ----------------------------------------------------------------------------- | https://github.com/jgaa/f-crm | https://huggingface.co/datasets/pkgforge/AMcache/resolve/f-crm%2Fx86_64-Linux%2F020/f-crm | 0.2.0 |
| f1mv-lights-integration | ----------------------------------------------------------------------------- | https://f1mvli.jstt.me/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/f1mv-lights-integration%2Fx86_64-Linux%2FF1MV/f1mv-lights-integration | F1MV |
| fafarunner | ----------------------------------------------------------------------------- | https://github.com/fafarunner/fafarunner | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fafarunner%2Fx86_64-Linux%2F252382/fafarunner | 2.5.2.382 |
| fairshare | ----------------------------------------------------------------------------- | https://fairdataihub.org/fairshare | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fairshare%2Fx86_64-Linux%2F210/fairshare | 2.1.0 |
| falkon | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Database-of-pkg2appimaged-packages | https://huggingface.co/datasets/pkgforge/AMcache/resolve/falkon%2Fx86_64-Linux%2F25042/falkon | 25.04.2 |
| fantascene-dynamic-wallpaper | ----------------------------------------------------------------------------- | https://github.com/dependon/fantascene-dynamic-wallpaper | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fantascene-dynamic-wallpaper%2Fx86_64-Linux%2F203/fantascene-dynamic-wallpaper | 2.0.3 |
| fantasia-archive | ----------------------------------------------------------------------------- | https://github.com/Elvanos/fantasia-archive | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fantasia-archive%2Fx86_64-Linux%2F0115/fantasia-archive | 0.1.15 |
| farmhand | ----------------------------------------------------------------------------- | https://github.com/jeremyckahn/farmhand | https://huggingface.co/datasets/pkgforge/AMcache/resolve/farmhand%2Fx86_64-Linux%2F11828/farmhand | 1.18.28 |
| fastqt | A quality control tool for high throughput genomics sequence data | https://github.com/labsquare/fastQt | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fastqt%2Fx86_64-Linux%2F023/fastqt | 0.2.3 |
| fasttrack | ----------------------------------------------------------------------------- | https://github.com/FastTrackOrg/FastTrack | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fasttrack%2Fx86_64-Linux%2F634/fasttrack | 6.3.4 |
| fat-wallet | ----------------------------------------------------------------------------- | https://github.com/Factom-Asset-Tokens/wallet | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fat-wallet%2Fx86_64-Linux%2F103/fat-wallet | 1.0.3 |
| fchat | ----------------------------------------------------------------------------- | https://wiki.f-list.net/F-Chat_3.0/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fchat%2Fx86_64-Linux%2F3016/fchat | 3.0.16 |
| fdc3-sail | ----------------------------------------------------------------------------- | https://github.com/finos/FDC3-Sail | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fdc3-sail%2Fx86_64-Linux%2FFDC3/fdc3-sail | FDC3 |
| fdm | ----------------------------------------------------------------------------- | https://www.freedownloadmanager.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fdm%2Fx86_64-Linux%2F628/fdm | 6.28 |
| feather-wallet | ----------------------------------------------------------------------------- | https://featherwallet.org/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/feather-wallet%2Fx86_64-Linux%2F281/feather-wallet | 2.8.1 |
| feebas | ----------------------------------------------------------------------------- | https://github.com/timzatko/feebas | https://huggingface.co/datasets/pkgforge/AMcache/resolve/feebas%2Fx86_64-Linux%2F030/feebas | 0.3.0 |
| feedseries | ----------------------------------------------------------------------------- | https://github.com/matthieuy/feedseries | https://huggingface.co/datasets/pkgforge/AMcache/resolve/feedseries%2Fx86_64-Linux%2F133/feedseries | 1.3.3 |
| feidao | ----------------------------------------------------------------------------- | https://www.fei-dao.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/feidao%2Fx86_64-Linux%2F100/feidao | 1.0.0 |
| feishin | ----------------------------------------------------------------------------- | https://github.com/jeffvli/feishin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/feishin%2Fx86_64-Linux%2F0140/feishin | 0.14.0 |
| ferdium | ----------------------------------------------------------------------------- | https://github.com/ferdium/ferdium-app | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ferdium%2Fx86_64-Linux%2F710/ferdium | 7.1.0 |
| ff-password-exporter | ----------------------------------------------------------------------------- | https://github.com/kspearrin/ff-password-exporter | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ff-password-exporter%2Fx86_64-Linux%2F120/ff-password-exporter | 1.2.0 |
| fflogs-uploader | ----------------------------------------------------------------------------- | https://github.com/RPGLogs/Uploaders-fflogs/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fflogs-uploader%2Fx86_64-Linux%2F81718/fflogs-uploader | 8.17.18 |
| ffvim | ----------------------------------------------------------------------------- | https://github.com/fivim/fivim | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ffvim%2Fx86_64-Linux%2F211/ffvim | 2.1.1 |
| ficus | ----------------------------------------------------------------------------- | https://ficus.world/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ficus%2Fx86_64-Linux%2F021/ficus | 0.2.1 |
| fidias-database-migration-app | ----------------------------------------------------------------------------- | https://github.com/open-fidias/db-migration-app | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fidias-database-migration-app%2Fx86_64-Linux%2F014/fidias-database-migration-app | 0.1.4 |
| fiery-maui | Web browser with integrated ad-blocker and split views | https://mauikit.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fiery-maui%2Fx86_64-Linux%2F113/fiery-maui | 1.1.3 |
| fifo | ----------------------------------------------------------------------------- | https://fifo.snaildos.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fifo%2Fx86_64-Linux%2F131/fifo | 1.3.1 |
| figma-linux | ----------------------------------------------------------------------------- | https://github.com/Figma-Linux/figma-linux | https://huggingface.co/datasets/pkgforge/AMcache/resolve/figma-linux%2Fx86_64-Linux%2F0115/figma-linux | 0.11.5 |
| file-commander | ----------------------------------------------------------------------------- | https://github.com/VioletGiraffe/file-commander | https://huggingface.co/datasets/pkgforge/AMcache/resolve/file-commander%2Fx86_64-Linux%2F0993/file-commander | 0.9.9.3 |
| file-converter | ----------------------------------------------------------------------------- | https://github.com/TimothySimon123/file-converter | https://huggingface.co/datasets/pkgforge/AMcache/resolve/file-converter%2Fx86_64-Linux%2F03/file-converter | 0.3 |
| file-to-c | ----------------------------------------------------------------------------- | https://github.com/Wallby/file-to-c | https://huggingface.co/datasets/pkgforge/AMcache/resolve/file-to-c%2Fx86_64-Linux%2F100/file-to-c | 1.0.0 |
| filen | ----------------------------------------------------------------------------- | https://github.com/FilenCloudDienste/filen-desktop | https://huggingface.co/datasets/pkgforge/AMcache/resolve/filen%2Fx86_64-Linux%2F3047/filen | 3.0.47 |
| filezilla | ----------------------------------------------------------------------------- | https://filezilla-project.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/filezilla%2Fx86_64-Linux%2F3691/filezilla.bundle.tar.zstd | 3.69.1 |
| filmulator-gui | ----------------------------------------------------------------------------- | https://github.com/CarVac/filmulator-gui | https://huggingface.co/datasets/pkgforge/AMcache/resolve/filmulator-gui%2Fx86_64-Linux%2F0111/filmulator-gui | 0.11.1 |
| fingrom | ----------------------------------------------------------------------------- | https://github.com/lyskouski/app-finance | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fingrom%2Fx86_64-Linux%2F630/fingrom | 6.3.0 |
| firealpaca | ----------------------------------------------------------------------------- | https://firealpaca.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firealpaca%2Fx86_64-Linux%2F21314/firealpaca | 2.13.14 |
| firedragon | ----------------------------------------------------------------------------- | https://firedragon.garudalinux.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firedragon%2Fx86_64-Linux%2F11270/firedragon | 11.27.0 |
| firefly-desktop | ----------------------------------------------------------------------------- | https://firefly.iota.org/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefly-desktop%2Fx86_64-Linux%2F212/firefly-desktop | 2.1.2 |
| firefox-beta | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Firefox-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefox-beta-appimage%2Fx86_64-Linux%2Fcontinuous-beta/firefox-beta | continuous-beta |
| firefox-devedition | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Firefox-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefox-devedition-appimage%2Fx86_64-Linux%2Fcontinuous-devedition/firefox-devedition | continuous-devedition |
| firefox-esr | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Firefox-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefox-esr-appimage%2Fx86_64-Linux%2Fcontinuous-esr/firefox-esr | continuous-esr |
| firefox-nightly | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Firefox-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefox-nightly-appimage%2Fx86_64-Linux%2Fcontinuous-nightly/firefox-nightly | continuous-nightly |
| firefox | ----------------------------------------------------------------------------- | https://github.com/ivan-hc/Firefox-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firefox-appimage%2Fx86_64-Linux%2Fcontinuous-stable/firefox | continuous-stable |
| firetail | ----------------------------------------------------------------------------- | https://github.com/kawuchuu/firetail | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firetail%2Fx86_64-Linux%2F070/firetail | 0.7.0 |
| firetv-toolkit | ----------------------------------------------------------------------------- | https://github.com/AnthonyGress/Android-Toolkit | https://huggingface.co/datasets/pkgforge/AMcache/resolve/firetv-toolkit%2Fx86_64-Linux%2F1525/firetv-toolkit | 1.5.25 |
| fishing-funds | ----------------------------------------------------------------------------- | https://ff.1zilc.top/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fishing-funds%2Fx86_64-Linux%2F850/fishing-funds | 8.5.0 |
| fishterm | ----------------------------------------------------------------------------- | https://github.com/kuronekouwu/FishTerm | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fishterm%2Fx86_64-Linux%2F001/fishterm | 0.0.1 |
| flacon | ----------------------------------------------------------------------------- | https://github.com/flacon/flacon | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flacon%2Fx86_64-Linux%2F1200/flacon | 12.0.0 |
| flameshot | ----------------------------------------------------------------------------- | https://flameshot.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flameshot%2Fx86_64-Linux%2F1210/flameshot | 12.1.0 |
| flare | ----------------------------------------------------------------------------- | https://github.com/flareteam/flare-game | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flare%2Fx86_64-Linux%2F114/flare | 1.14 |
| flashpoint | ----------------------------------------------------------------------------- | https://flashpointarchive.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flashpoint%2Fx86_64-Linux%2Ffp1402/flashpoint.bundle.tar.zstd | fp14.0.2 |
| flawesome | ----------------------------------------------------------------------------- | https://github.com/ashishBharadwaj/flawesome | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flawesome%2Fx86_64-Linux%2F023/flawesome | 0.2.3 |
| flb | ----------------------------------------------------------------------------- | https://flbmusic.xyz/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flb%2Fx86_64-Linux%2F121/flb | 1.2.1 |
| flightgear | ----------------------------------------------------------------------------- | https://www.flightgear.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flightgear%2Fx86_64-Linux%2F202411/flightgear | 2024.1.1 |
| flightgear-airports | ----------------------------------------------------------------------------- | https://github.com/Portree-Kid/flightgear-airports | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flightgear-airports%2Fx86_64-Linux%2F0034/flightgear-airports | 0.0.34 |
| flippy-qualitative-testbench | ----------------------------------------------------------------------------- | https://github.com/flippy-fyp/flippy-qualitative-testbench | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flippy-qualitative-testbench%2Fx86_64-Linux%2F012/flippy-qualitative-testbench | 0.1.2 |
| flomo-pake | ----------------------------------------------------------------------------- | https://github.com/tw93/Pake | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flomo-pake%2Fx86_64-Linux%2F311/flomo-pake | 3.1.1 |
| flowinity | ----------------------------------------------------------------------------- | https://www.flowinity.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flowinity%2Fx86_64-Linux%2F1011/flowinity | 1.0.11 |
| fluent-reader | ----------------------------------------------------------------------------- | https://github.com/yang991178/fluent-reader | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fluent-reader%2Fx86_64-Linux%2F114/fluent-reader | 1.1.4 |
| flycast | ----------------------------------------------------------------------------- | https://github.com/flyinghead/flycast | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flycast%2Fx86_64-Linux%2F25/flycast | 2.5 |
| flycast-dojo | ----------------------------------------------------------------------------- | https://github.com/blueminder/flycast-dojo | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flycast-dojo%2Fx86_64-Linux%2F653zip/flycast-dojo | 6.53.zip |
| flyingcarpet | ----------------------------------------------------------------------------- | https://github.com/spieglt/flyingcarpet | https://huggingface.co/datasets/pkgforge/AMcache/resolve/flyingcarpet%2Fx86_64-Linux%2F900/flyingcarpet | 9.0.0 |
| fmradio | ----------------------------------------------------------------------------- | https://github.com/dmooney65/fmradio | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fmradio%2Fx86_64-Linux%2F094/fmradio | 0.9.4 |
| fms-file-explorer | ----------------------------------------------------------------------------- | https://github.com/AllenInstitute/aics-fms-file-explorer-app | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fms-file-explorer%2Fx86_64-Linux%2F844/fms-file-explorer | 8.4.4 |
| focalizzare | ----------------------------------------------------------------------------- | https://github.com/VitoVan/focalizzare | https://huggingface.co/datasets/pkgforge/AMcache/resolve/focalizzare%2Fx86_64-Linux%2F115/focalizzare | 1.1.5 |
| focusatwill | ----------------------------------------------------------------------------- | https://focusatwill.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/focusatwill%2Fx86_64-Linux%2F340/focusatwill | 3.4.0 |
| focuswriter | ----------------------------------------------------------------------------- | https://github.com/probonopd/focuswriter | https://huggingface.co/datasets/pkgforge/AMcache/resolve/focuswriter%2Fx86_64-Linux%2Fa9815c7/focuswriter | a9815c7 |
| fontbase | ----------------------------------------------------------------------------- | https://fontba.se | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fontbase%2Fx86_64-Linux%2F2224/fontbase | 2.22.4 |
| fontforge | ----------------------------------------------------------------------------- | https://github.com/fontforge/fontforge | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fontforge%2Fx86_64-Linux%2F2023/fontforge | 2023 |
| fontlet | ----------------------------------------------------------------------------- | https://github.com/fontlet/fontlet-explorer | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fontlet%2Fx86_64-Linux%2F0029/fontlet | 0.0.29 |
| foobar2000 | ----------------------------------------------------------------------------- | https://github.com/mmtrt/foobar2000_AppImage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/foobar2000%2Fx86_64-Linux%2F2245/foobar2000 | 2.24.5 |
| forkgram | ----------------------------------------------------------------------------- | https://github.com/forkgram/tdesktop | https://huggingface.co/datasets/pkgforge/AMcache/resolve/forkgram%2Fx86_64-Linux%2F5142/forkgram.bundle.tar.zstd | 5.14.2 |
| four | ----------------------------------------------------------------------------- | https://github.com/FYDesktop/FOUR | https://huggingface.co/datasets/pkgforge/AMcache/resolve/four%2Fx86_64-Linux%2F100/four | 1.0.0 |
| foxfolio | ----------------------------------------------------------------------------- | https://github.com/foxfolio/foxfolio-desktop | https://huggingface.co/datasets/pkgforge/AMcache/resolve/foxfolio%2Fx86_64-Linux%2F0010/foxfolio | 0.0.10 |
| fpm | ----------------------------------------------------------------------------- | https://github.com/jlambert360/FPM-AppImage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fpm%2Fx86_64-Linux%2F312/fpm | 3.1.2 |
| fractale | ----------------------------------------------------------------------------- | https://github.com/PJK136/Fractale | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fractale%2Fx86_64-Linux%2Fcadfc6e/fractale | cadfc6e |
| fraidycat | ----------------------------------------------------------------------------- | https://github.com/kickscondor/fraidycat | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fraidycat%2Fx86_64-Linux%2F117/fraidycat | 1.1.7 |
| fraktal | ----------------------------------------------------------------------------- | https://github.com/Fraktal-JS/fraktal | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fraktal%2Fx86_64-Linux%2F111/fraktal | 1.1.1 |
| frame-eth-dev | ----------------------------------------------------------------------------- | https://frame.sh/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/frame-eth-dev%2Fx86_64-Linux%2F0611/frame-eth-dev | 0.6.11 |
| francetv | ----------------------------------------------------------------------------- | https://github.com/Paullux/FranceTV | https://huggingface.co/datasets/pkgforge/AMcache/resolve/francetv%2Fx86_64-Linux%2F11/francetv | 1.1 |
| franz | ----------------------------------------------------------------------------- | https://meetfranz.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/franz%2Fx86_64-Linux%2F5110/franz | 5.11.0 |
| frappebooks | ----------------------------------------------------------------------------- | https://frappebooks.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/frappebooks%2Fx86_64-Linux%2F0310/frappebooks | 0.31.0 |
| freac | ----------------------------------------------------------------------------- | https://www.freac.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freac%2Fx86_64-Linux%2F117/freac | 1.1.7 |
| freecad | ----------------------------------------------------------------------------- | https://www.freecadweb.org | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freecad%2Fx86_64-Linux%2F101/freecad | 1.0.1 |
| freecad-assembly3 | ----------------------------------------------------------------------------- | https://github.com/realthunder/FreeCAD | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freecad-assembly3%2Fx86_64-Linux%2Fpy311/freecad-assembly3 | py3.11 |
| freeman | ----------------------------------------------------------------------------- | https://github.com/matthew-matvei/freeman | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freeman%2Fx86_64-Linux%2F091/freeman | 0.9.1 |
| freeshow | ----------------------------------------------------------------------------- | https://github.com/ChurchApps/FreeShow | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freeshow%2Fx86_64-Linux%2F145/freeshow | 1.4.5 |
| freetexturepacker | ----------------------------------------------------------------------------- | https://github.com/odrick/free-tex-packer | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freetexturepacker%2Fx86_64-Linux%2F067/freetexturepacker | 0.6.7 |
| freetube | ----------------------------------------------------------------------------- | https://github.com/FreeTubeApp/FreeTube | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freetube%2Fx86_64-Linux%2F0235/freetube | 0.23.5 |
| freezer | ----------------------------------------------------------------------------- | https://github.com/eNV25/freezer-releases | https://huggingface.co/datasets/pkgforge/AMcache/resolve/freezer%2Fx86_64-Linux%2F1124/freezer | 1.1.24 |
| friction | ----------------------------------------------------------------------------- | https://github.com/friction2d/friction | https://huggingface.co/datasets/pkgforge/AMcache/resolve/friction%2Fx86_64-Linux%2F100/friction | 1.0.0 |
| friture | ----------------------------------------------------------------------------- | https://friture.org/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/friture%2Fx86_64-Linux%2F051/friture | 0.51 |
| fromscratch | ----------------------------------------------------------------------------- | https://github.com/Kilian/fromscratch | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fromscratch%2Fx86_64-Linux%2F143/fromscratch | 1.4.3 |
| frontimer | ----------------------------------------------------------------------------- | https://github.com/seita1996/frontimer | https://huggingface.co/datasets/pkgforge/AMcache/resolve/frontimer%2Fx86_64-Linux%2F0117/frontimer | 0.1.17 |
| fspy | ----------------------------------------------------------------------------- | https://github.com/stuffmatic/fSpy | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fspy%2Fx86_64-Linux%2F110/fspy | 1.1.0 |
| fukayo | ----------------------------------------------------------------------------- | https://github.com/JiPaix/Fukayo | https://huggingface.co/datasets/pkgforge/AMcache/resolve/fukayo%2Fx86_64-Linux%2F0207/fukayo | 0.20.7 |
| funterm | ----------------------------------------------------------------------------- | https://github.com/zhangfuwen/FunTerm | https://huggingface.co/datasets/pkgforge/AMcache/resolve/funterm%2Fx86_64-Linux%2Fa764287/funterm | a764287 |
| gaiasky | ----------------------------------------------------------------------------- | https://zah.uni-heidelberg.de/gaia/outreach/gaiasky | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gaiasky%2Fx86_64-Linux%2F3681e74ed71e/gaiasky | 3.6.8.1e74ed71e |
| galacteek | ----------------------------------------------------------------------------- | https://github.com/eversum/galacteek | https://huggingface.co/datasets/pkgforge/AMcache/resolve/galacteek%2Fx86_64-Linux%2F050/galacteek | 0.5.0 |
| gameconqueror | ----------------------------------------------------------------------------- | https://github.com/lucasmz1/Game_Conqueror_AppImage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gameconqueror%2Fx86_64-Linux%2F017/gameconqueror | 0.17 |
| gamehub | ----------------------------------------------------------------------------- | https://github.com/tkashkin/GameHub | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gamehub%2Fx86_64-Linux%2F0163/gamehub | 0.16.3 |
| gameimage | ----------------------------------------------------------------------------- | https://github.com/ruanformigoni/gameimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gameimage%2Fx86_64-Linux%2F161/gameimage.bundle.tar.zstd | 1.6.1 |
| gameimage | AppImage Game Packer | https://github.com/ruanformigoni/gameimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gameimage%2Fx86_64-Linux%2F161/gameimage | 1.6.1 |
| gams-studio | ----------------------------------------------------------------------------- | https://github.com/GAMS-dev/studio | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gams-studio%2Fx86_64-Linux%2F1211/gams-studio | 1.21.1 |
| ganache | ----------------------------------------------------------------------------- | https://github.com/trufflesuite/ganache | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ganache%2Fx86_64-Linux%2F271/ganache | 2.7.1 |
| gaphor | ----------------------------------------------------------------------------- | https://github.com/gaphor/gaphor | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gaphor%2Fx86_64-Linux%2F2181/gaphor | 2.18.1 |
| gargoyle-bin | ----------------------------------------------------------------------------- | https://github.com/garglk/garglk | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gargoyle-bin%2Fx86_64-Linux%2F20231/gargoyle-bin | 2023.1 |
| gaucho | ----------------------------------------------------------------------------- | https://github.com/angrykoala/gaucho | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gaucho%2Fx86_64-Linux%2F110/gaucho | 1.1.0 |
| gdesktopsuite | ----------------------------------------------------------------------------- | https://github.com/alexkim205/G-Desktop-Suite | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gdesktopsuite%2Fx86_64-Linux%2F031/gdesktopsuite | 0.3.1 |
| gdevelop | ----------------------------------------------------------------------------- | https://gdevelop.io | https://huggingface.co/datasets/pkgforge/AMcache/resolve/gdevelop%2Fx86_64-Linux%2F5/gdevelop | 5 |
