| appname | description | site | download | version |
| actual | A super fast privacy-focused app for managing your finances | https://actualbudget.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/actual%2Fx86_64-Linux%2F00148/actual | 0.0.148 |
| adb | Android Debug Bridge, a command line utility to handle Android devices. This script installs the full platform-tools suite | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/adb%2Fx86_64-Linux%2F3600/adb.bundle.tar.zstd | 36.0.0 |
| admin-tools | Administrative Tools | https://download.opensuse.org/repositories | https://huggingface.co/datasets/pkgforge/AMcache/resolve/admin-tools%2Fx86_64-Linux%2F20250102/admin-tools | 2025.01.02 |
| advanced-passgen | Advanced Password Generator | https://codedead.com/software/advanced-passgen | https://huggingface.co/datasets/pkgforge/AMcache/resolve/advanced-passgen%2Fx86_64-Linux%2F252/advanced-passgen | 2.5.2 |
| advanced-rest-client | Advanced REST Client and API console, by Mulesoft | https://github.com/advanced-rest-client/arc-electron | https://huggingface.co/datasets/pkgforge/AMcache/resolve/advanced-rest-client%2Fx86_64-Linux%2F1709/advanced-rest-client | 17.0.9 |
| afetch | A CLI system information tool written in Rust | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/afetch%2Fx86_64-Linux%2F007/afetch.bundle.tar.zstd | 0.0.7 |
| affine-beta | Next-gen knowledge base that brings planning, sorting and creating | https://github.com/toeverything/AFFiNE | https://huggingface.co/datasets/pkgforge/AMcache/resolve/affine-beta%2Fx86_64-Linux%2F0224/affine-beta | 0.22.4 |
| affine-canary | Next-gen knowledge base that brings planning/sorting/creating | https://github.com/toeverything/AFFiNE | https://huggingface.co/datasets/pkgforge/AMcache/resolve/affine-canary%2Fx86_64-Linux%2F0230/affine-canary | 0.23.0 |
| affine | Next-gen knowledge base that brings planning, sorting and creating | https://github.com/toeverything/AFFiNE | https://huggingface.co/datasets/pkgforge/AMcache/resolve/affine%2Fx86_64-Linux%2F0224/affine | 0.22.4 |
| agregore | A minimal browser for the distributed web, Desktop version | https://github.com/AgregoreWeb/agregore-browser | https://huggingface.co/datasets/pkgforge/AMcache/resolve/agregore%2Fx86_64-Linux%2F2121/agregore | 2.12.1 |
| ai-bot-workspace | Electron app including testing workspaces | https://github.com/jmerle/ai-bot-workspace | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ai-bot-workspace%2Fx86_64-Linux%2F243/ai-bot-workspace | 2.4.3 |
| aichat | AIO AI CLI tool integrating 20+ AI platforms, including OpenAI | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aichat%2Fx86_64-Linux%2F0290/aichat.bundle.tar.zstd | 0.29.0 |
| aidm | AppImage Desktop Maker | https://github.com/Alexsussa/AIDM | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aidm%2Fx86_64-Linux%2F03/aidm | 0.3 |
| aillio-ts | The desktop application for Aillio Bullet R1 | https://github.com/roastworld/roast-time-release | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aillio-ts%2Fx86_64-Linux%2F112/aillio-ts | 1.1.2 |
| aim | A command line download/upload tool with resume | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aim%2Fx86_64-Linux%2F186/aim.bundle.tar.zstd | 1.8.6 |
| aiming-pro | Aim trainer to practice, train and improve their FPS aim skills | https://aiming.pro | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aiming-pro%2Fx86_64-Linux%2F104/aiming-pro | 1.0.4 |
| air-controller-desktop | Android phone assistant,powered by Flutter | https://ac.yhdm360.cn/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/air-controller-desktop%2Fx86_64-Linux%2F040/air-controller-desktop | 0.4.0 |
| airspaces | An online map for your X-Plane flight sessions | https://github.com/foucdeg/x-plane-map-electron | https://huggingface.co/datasets/pkgforge/AMcache/resolve/airspaces%2Fx86_64-Linux%2F260/airspaces | 2.6.0 |
| aisap | Tool to make sandboxing AppImages easy through bwrap/bubblewrap | https://github.com/mgord9518/aisap | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aisap%2Fx86_64-Linux%2F0105/aisap | 0.10.5 |
| aisleriot | Unofficial. A card game featuring over 80 different solitaire-type card games | https://github.com/ivan-hc/Aisleriot-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aisleriot%2Fx86_64-Linux%2F32235/aisleriot | 3.22.35 |
| akasha | AKASHA community client | https://github.com/AKASHAorg | https://huggingface.co/datasets/pkgforge/AMcache/resolve/akasha%2Fx86_64-Linux%2F072/akasha | 0.7.2 |
| akuse | Simple and easy to use anime streaming desktop app without ads | https://github.com/akuse-app/akuse | https://huggingface.co/datasets/pkgforge/AMcache/resolve/akuse%2Fx86_64-Linux%2F1101/akuse | 1.10.1 |
| alacritty | Unofficial. A modern terminal emulator that comes with sensible defaults, but allows for extensive configuration | https://github.com/pkgforge-dev/alacritty-AppImage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alacritty%2Fx86_64-Linux%2F0151/alacritty | 0.15.1 |
| albafetch | CLI, faster neofetch alternative, written in C. Still improving | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/albafetch%2Fx86_64-Linux%2F421/albafetch.bundle.tar.zstd | 4.2.1 |
| alduin | An Atom and RSS feed aggregator | https://alduinapp.github.io/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alduin%2Fx86_64-Linux%2F320/alduin | 3.2.0 |
| alephium-wallet | The official Alephium wallet for desktop | https://alephium.org/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alephium-wallet%2Fx86_64-Linux%2F220/alephium-wallet | 2.2.0 |
| alexandria | eBook reader built with Tauri, Epub.js, and Typescript | https://github.com/btpf/Alexandria | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alexandria%2Fx86_64-Linux%2F0131/alexandria | 0.13.1 |
| alien-tec-ui | Alien-Tec Tron Matrix Like Shell Terminal User Interface | https://sourceforge.net/projects/alien-tec-ui/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alien-tec-ui%2Fx86_64-Linux%2F20211212/alien-tec-ui | 2021.12.12 |
| allusion | A desktop application for managing your visual library | https://github.com/allusion-app/Allusion | https://huggingface.co/datasets/pkgforge/AMcache/resolve/allusion%2Fx86_64-Linux%2F100/allusion | 1.0.0 |
| alpine-flatimage | A hybrid of Flatpak sandboxing with AppImage portability | https://github.com/ruanformigoni/flatimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alpine-flatimage%2Fx86_64-Linux%2F108/alpine-flatimage.bundle.tar.zstd | 1.0.8 |
| alpine-flatimage | FlatImage, a hybrid of Flatpak sandboxing with AppImage portability | https://github.com/ruanformigoni/flatimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alpine-flatimage%2Fx86_64-Linux%2F108/alpine-flatimage | 1.0.8 |
| alr2appimage | Tool for building an AppImage from an Alire crate | https://github.com/mgrojo/alr2appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alr2appimage%2Fx86_64-Linux%2F100/alr2appimage | 1.0.0 |
| altair | The best graphQL client you will ever need | https://github.com/altair-graphql/altair | https://huggingface.co/datasets/pkgforge/AMcache/resolve/altair%2Fx86_64-Linux%2F825/altair | 8.2.5 |
| altitude | The Altitude wallet by Linda Project Inc | https://github.com/TheLindaProjectInc/Altitude | https://huggingface.co/datasets/pkgforge/AMcache/resolve/altitude%2Fx86_64-Linux%2F342/altitude | 3.4.2 |
| altus | Client for WhatsApp Web with themes & multiple account support | https://github.com/amanharwara/altus | https://huggingface.co/datasets/pkgforge/AMcache/resolve/altus%2Fx86_64-Linux%2F571/altus | 5.7.1 |
| alvr | Stream VR games from your PC to your headset via Wi-Fi | https://github.com/elpinguinoopensource/alvr-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/alvr%2Fx86_64-Linux%2F1826/alvr | 18.2.6 |
| amarok | Unofficial. The powerful music player for KDE | https://github.com/ivan-hc/Amarok-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amarok%2Fx86_64-Linux%2F3281/amarok | 3.2.81 |
| amazingmarvin | Incorporates principles from behavioral psychology | https://amazingmarvin.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amazingmarvin%2Fx86_64-Linux%2F1672/amazingmarvin | 1.67.2 |
| amazon-q | Amazon Q Developer, a generative AI powered conversational assistant to understand, build, extend and operate AWS applications | https://aws.amazon.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amazon-q%2Fx86_64-Linux%2F20250618/amazon-q | 2025.06.18 |
| ambermoon | No description available | https://github.com/Pyrdacor/Ambermoon.net | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ambermoonnet%2Fx86_64-Linux%2Fv1108/ambermoon.net.bundle.tar.zstd | v1.10.8 |
| amdgpu_top | Tool to display AMDGPU usage | https://github.com/Umio-Yasuno/amdgpu_top | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amdgpu_top%2Fx86_64-Linux%2F0105/amdgpu_top | 0.10.5 |
| amfora | A fancy terminal browser for the Gemini protocol | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amfora%2Fx86_64-Linux%2F1100/amfora.bundle.tar.zstd | 1.10.0 |
| amusiz | Unofficial and unpretentious Amazon Music client | https://github.com/mirkobrombin/Amusiz | https://huggingface.co/datasets/pkgforge/AMcache/resolve/amusiz%2Fx86_64-Linux%2F133/amusiz | 1.3.3 |
| anavis | Tool to visualize musical form | https://anavis.de/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anavis%2Fx86_64-Linux%2F200/anavis | 2.0.0 |
| anchor | An EOSIO Light Wallet with simple and advanced tools | https://greymass.com/anchor/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anchor%2Fx86_64-Linux%2F1312/anchor | 1.3.12 |
| android-knot | An Android gadget that integrates common modules such as Todo, Notes and | https://github.com/ic005k/Knot | https://huggingface.co/datasets/pkgforge/AMcache/resolve/android-knot%2Fx86_64-Linux%2F1237/android-knot | 1.2.37 |
| android-messages-desktop | Messages for web, as a desktop app | https://github.com/chrisknepper/android-messages-desktop | https://huggingface.co/datasets/pkgforge/AMcache/resolve/android-messages-desktop%2Fx86_64-Linux%2F310/android-messages-desktop | 3.1.0 |
| android-studio-latest | Unofficial. Android Studio as AppImages, release | https://github.com/zyrouge/android-studio-appimages | https://huggingface.co/datasets/pkgforge/AMcache/resolve/android-studio-latest%2Fx86_64-Linux%2F20251112/android-studio-latest | 2025.1.1.12 |
| android-studio | Unofficial. Android Studio as AppImages, stable | https://github.com/zyrouge/android-studio-appimages | https://huggingface.co/datasets/pkgforge/AMcache/resolve/android-studio%2Fx86_64-Linux%2F20243215/android-studio | 2024.3.2.15 |
| android-tools | Unofficial AppImage for the Android Platform tools, adb, fastboot, etc | https://github.com/Samueru-sama/android-tools-AppImage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/android-tools%2Fx86_64-Linux%2F3600/android-tools | 36.0.0 |
| animashooter-junior | User-friendly Stop-Motion Animation Software, FREE | https://www.animashooter.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/animashooter-junior%2Fx86_64-Linux%2F3993/animashooter-junior | 3.9.9.3 |
| animashooter-pioneer | User-friendly Stop-Motion Animation Software, PRO | https://www.animashooter.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/animashooter-pioneer%2Fx86_64-Linux%2F3993/animashooter-pioneer | 3.9.9.3 |
| animos | Anime-streaming desktop application without any ads | https://animos.cf/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/animos%2Fx86_64-Linux%2F058/animos | 0.5.8 |
| aniship | Allows for easy viewing of anime on PCs and laptops | https://t.me/aniship | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aniship%2Fx86_64-Linux%2F004/aniship | 0.0.4 |
| ankama-launcher | Ankama is an entertainment and digital creation group | https://ankama.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ankama-launcher%2Fx86_64-Linux%2F3135/ankama-launcher | 3.13.5 |
| anki | Anki's shared backend and web components, and the Qt frontend | https://github.com/xplshn/dbin | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anki%2Fx86_64-Linux%2F2506/anki.bundle.tar.zstd | 25.06 |
| anklang | MIDI and Audio Synthesizer and Composer | https://github.com/tim-janik/anklang | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anklang%2Fx86_64-Linux%2F030/anklang | 0.3.0 |
| another-redis-desktop-manager | Faster and better redis desktop manager | https://github.com/qishibo/AnotherRedisDesktopManager | https://huggingface.co/datasets/pkgforge/AMcache/resolve/another-redis-desktop-manager%2Fx86_64-Linux%2F171/another-redis-desktop-manager | 1.7.1 |
| ant-downloader | BitTorrent Client developed by golang, angular, electron | https://github.com/anatasluo/ant | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ant-downloader%2Fx86_64-Linux%2F136/ant-downloader | 1.3.6 |
| antares | An useful SQL client based on Electron.js and Vue.js | https://github.com/antares-sql/antares | https://huggingface.co/datasets/pkgforge/AMcache/resolve/antares%2Fx86_64-Linux%2F0735/antares | 0.7.35 |
| antimicrox | Use a gamepad to control a variety of programs | https://github.com/AntiMicroX/antimicrox | https://huggingface.co/datasets/pkgforge/AMcache/resolve/antimicrox%2Fx86_64-Linux%2F351/antimicrox | 3.5.1 |
| anydesk | Unofficial. Remote desktop application distributed | https://github.com/ivan-hc/Anydesk-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anydesk%2Fx86_64-Linux%2F700/anydesk | 7.0.0 |
| anything-llm | AI business intelligence tool. Any LLM, any document | https://useanything.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anything-llm%2Fx86_64-Linux%2F182/anything-llm | 1.8.2 |
| anytype | The everything app for those who celebrate trust & autonomy | https://github.com/anyproto/anytype-ts | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anytype%2Fx86_64-Linux%2F0475/anytype | 0.47.5 |
| anzeigenchef | AdsChef manages your classified ads | https://anzeigenchef.roundcubes.de | https://huggingface.co/datasets/pkgforge/AMcache/resolve/anzeigenchef%2Fx86_64-Linux%2F20230905/anzeigenchef | 2023.09.05 |
| aphelion-wallet | Aphelion desktop wallet application built with Electron | https://github.com/aphtoken/aph-wallet-gui | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aphelion-wallet%2Fx86_64-Linux%2F410/aphelion-wallet | 4.1.0 |
| aphototoollibre | Photo editing app for GNU/Linux | https://github.com/aphototool/A-Photo-Tool-Libre | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aphototoollibre%2Fx86_64-Linux%2F107/aphototoollibre | 1.0.7 |
| apifox | API manager, in chinese. 文档、API 调试、API Mock、API 自动化测试 | https://apifox.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/apifox%2Fx86_64-Linux%2F2718/apifox | 2.7.18 |
| apk-editor-studio | Easy to use APK, Android reverse-engineering tool | https://github.com/kefir500/apk-editor-studio | https://huggingface.co/datasets/pkgforge/AMcache/resolve/apk-editor-studio%2Fx86_64-Linux%2F172/apk-editor-studio | 1.7.2 |
| apla | Project was bootstrapped with Create React App | https://github.com/AplaProject/apla-front | https://huggingface.co/datasets/pkgforge/AMcache/resolve/apla%2Fx86_64-Linux%2F221/apla | 2.2.1 |
| app-outlet | A Universal linux app store for Flatpak/Snap/AppImage | https://appoutlet.github.io | https://huggingface.co/datasets/pkgforge/AMcache/resolve/app-outlet%2Fx86_64-Linux%2F210/app-outlet | 2.1.0 |
| appflowy | Bring projects, wikis, and teams together with AI. Alternative to Notion | https://github.com/AppFlowy-IO/AppFlowy | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appflowy%2Fx86_64-Linux%2F093/appflowy | 0.9.3 |
| apphub | App that simplifies installation/management of .appImage packages | https://github.com/francesco-gaglione/AppHub | https://huggingface.co/datasets/pkgforge/AMcache/resolve/apphub%2Fx86_64-Linux%2F020/apphub | 0.2.0 |
| appimage-builder | GNU/Linux packaging solution using the AppImage format | https://github.com/AppImageCrafters/appimage-builder | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimage-builder%2Fx86_64-Linux%2F111dev322Bg2709a3b/appimage-builder | 1.1.1.dev32%2Bg2709a3b |
| appimage-creator | GUI for easily generating AppImage packages on Linux | https://github.com/Hiko-Seijuro-23/AppImage-creator | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimage-creator%2Fx86_64-Linux%2F001/appimage-creator | 0.0.1 |
| appimagecraft | Powerful build script generator with a focus on AppImages | https://github.com/TheAssassin/appimagecraft | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagecraft%2Fx86_64-Linux%2F20250325/appimagecraft | 2025.03.25 |
| appimagehelper | Create and organize shortcuts for AppImages | https://gitlab.com/posktomten/appimagehelper | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagehelper%2Fx86_64-Linux%2F2022/appimagehelper | 2022 |
| appimagelauncher | CLI helper for running and integrating AppImages | https://github.com/TheAssassin/AppImageLauncher | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagelauncher%2Fx86_64-Linux%2F300/appimagelauncher | 3.0.0 |
| appimagelint | Check AppImages for compatibility, best practices etc | https://github.com/TheAssassin/appimagelint | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagelint%2Fx86_64-Linux%2F20250214/appimagelint | 2025.02.14 |
| appimagepool | A simple, modern AppImageHub Client, powered by flutter | https://github.com/prateekmedia/appimagepool | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagepool%2Fx86_64-Linux%2F510/appimagepool | 5.1.0 |
| appimagetool | Appimagetool is used to generate an AppImage from an existing AppDir | https://github.com/AppImage/appimagetool | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagetool%2Fx86_64-Linux%2F20250421/appimagetool.bundle.tar.zstd | 2025.04.21 |
| appimagetool | Tool to generate an AppImage from an existing AppDir | https://github.com/AppImage/appimagetool | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimagetool%2Fx86_64-Linux%2F20250601/appimagetool | 2025.06.01 |
| appimageupdate | Tool to update an AppImage using embedded information | https://github.com/AppImage/AppImageUpdate | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimageupdate%2Fx86_64-Linux%2F20250516/appimageupdate | 2025.05.16 |
| appimageupdater | AppImage Updater for Humans built with QML/C++ with Qt5 | https://github.com/antony-jr/AppImageUpdater | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimageupdater%2Fx86_64-Linux%2F200/appimageupdater | 2.0.0 |
| appimageupdatetool | AppImageUpdate lets you update AppImages using information embedded in the | https://github.com/pkgforge-dev/AppImageUpdate | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appimageupdatetool%2Fx86_64-Linux%2Fd4ad02589/appimageupdatetool.bundle.tar.zstd | d4ad02589 |
| appinstall | AppImage Installer, a tool integrate AppImages to a linux desktop environment | https://github.com/Drosaca/appImageInstaller | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appinstall%2Fx86_64-Linux%2F10/appinstall.bundle.tar.zstd | 1.0 |
| appinstall | AppImage Installer is an easy to use and install tool to create app | https://github.com/Drosaca/appImageInstaller | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appinstall%2Fx86_64-Linux%2F10/appinstall | 1.0 |
| appium-inspector | A GUI inspector for mobile apps and more, powered by a (separately installed) Appium server | https://github.com/appium/appium-inspector | https://huggingface.co/datasets/pkgforge/AMcache/resolve/appium-inspector%2Fx86_64-Linux%2F202531/appium-inspector | 2025.3.1 |
| aptakube | A modern and lightweight Kubernetes desktop client | https://aptakube.com/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aptakube%2Fx86_64-Linux%2F11110/aptakube | 1.11.10 |
| apx-gcs | APX Ground Control | https://github.com/uavos/apx-gcs | https://huggingface.co/datasets/pkgforge/AMcache/resolve/apx-gcs%2Fx86_64-Linux%2F1129/apx-gcs | 11.2.9 |
| aranym | Virtual Machine for Atari 32-bit applications | https://aranym.github.io/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/aranym%2Fx86_64-Linux%2F110/aranym | 1.1.0 |
| arcade-manager | Manage your rom collection, Games/Retropie & Recalbox | https://github.com/cosmo0/arcade-manager | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arcade-manager%2Fx86_64-Linux%2F71/arcade-manager | 7.1 |
| arch-flatimage | A hybrid of Flatpak sandboxing with AppImage portability | https://github.com/ruanformigoni/flatimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arch-flatimage%2Fx86_64-Linux%2F108/arch-flatimage.bundle.tar.zstd | 1.0.8 |
| arch-flatimage | FlatImage, a hybrid of Flatpak sandboxing with AppImage portability | https://github.com/ruanformigoni/flatimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arch-flatimage%2Fx86_64-Linux%2F108/arch-flatimage | 1.0.8 |
| archipel | Decentralized archiving and media library system | https://github.com/arso-project/archipel | https://huggingface.co/datasets/pkgforge/AMcache/resolve/archipel%2Fx86_64-Linux%2F010/archipel | 0.1.0 |
| archipelago | Archipelago Multi-Game Randomizer and Server | https://github.com/ArchipelagoMW/Archipelago | https://huggingface.co/datasets/pkgforge/AMcache/resolve/archipelago%2Fx86_64-Linux%2F062/archipelago | 0.6.2 |
| archiveweb.page | A High-Fidelity Web Archiving Extension for Chrome and Chromium based browsers | https://github.com/webrecorder/archiveweb.page | https://huggingface.co/datasets/pkgforge/AMcache/resolve/archivewebpage%2Fx86_64-Linux%2F0152/archiveweb.page | 0.15.2 |
| arduino-ide | Open-source electronics platform | https://github.com/arduino/arduino-ide | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arduino-ide%2Fx86_64-Linux%2F236/arduino-ide | 2.3.6 |
| arena-tracker | Deck Tracker for Hearthstone game with arena in focus | https://github.com/supertriodo/Arena-Tracker | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arena-tracker%2Fx86_64-Linux%2F2501/arena-tracker | 25.01 |
| ares | AppImage for the ares emulator | https://github.com/bmsuseluda/ares-emu-appimage | https://huggingface.co/datasets/pkgforge/AMcache/resolve/ares%2Fx86_64-Linux%2F073d7a537/ares | 073d7a537 |
| ark.desktop.wallet | No description available | https://github.com/ArkEcosystem/desktop-wallet | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arkdesktopwallet%2Fx86_64-Linux%2F295/ark.desktop.wallet | 2.9.5 |
| arkaway | Another Arkanoid clone and make with Pyxel | https://github.com/son-link/arkaway | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arkaway%2Fx86_64-Linux%2F20230301/arkaway | 20230301 |
| arma3-unix-launcher | ArmA 3 Unix Launcher, game | https://github.com/muttleyxd/arma3-unix-launcher | https://huggingface.co/datasets/pkgforge/AMcache/resolve/arma3-unix-launcher%2Fx86_64-Linux%2F3/arma3-unix-launcher | 3 |
| armagetronad | Multiplayer game in 3d that emulates the movie Tron | https://github.com/ArmagetronAd/armagetronad | https://huggingface.co/datasets/pkgforge/AMcache/resolve/armagetronad%2Fx86_64-Linux%2F02923/armagetronad | 0.2.9.2.3 |
| armcord | Custom client designed to enhance your Discord experience | https://github.com/ArmCord/ArmCord | https://huggingface.co/datasets/pkgforge/AMcache/resolve/armcord%2Fx86_64-Linux%2F115/armcord | 1.1.5 |
| around | Video calls designed for energy, ideas and action | https://around.co | https://huggingface.co/datasets/pkgforge/AMcache/resolve/around%2Fx86_64-Linux%2F1235/around | 1.2.35 |
| artifact | Win 40 levels of mayhem without getting destroyed, game | https://www.bitbreeds.com/artifact/ | https://huggingface.co/datasets/pkgforge/AMcache/resolve/artifact%2Fx86_64-Linux%2F104/artifact | 1.0.4 |
| artisan | Visualizes the coffee roasting process | https://github.com/artisan-roaster-scope/artisan | https://huggingface.co/datasets/pkgforge/AMcache/resolve/artisan%2Fx86_64-Linux%2F320/artisan | 3.2.0 |
| artix | One app. All your favorite Artix games | https://www.artix.com | https://huggingface.co/datasets/pkgforge/AMcache/resolve/artix%2Fx86_64-Linux%2F220/artix | 2.20 |
| asarui | UI for Asar | https://github.com/myazarc/AsarUI | https://huggingface.co/datasets/pkgforge/AMcache/resolve/asarui%2Fx86_64-Linux%2F102/asarui | 1.0.2 |
| asgardex | Thorchain wallet desktop app | https://github.com/thorchain/asgardex-electron | https://huggingface.co/datasets/pkgforge/AMcache/resolve/asgardex%2Fx86_64-Linux%2F1402/asgardex | 1.40.2 |
