| appname | description | site | download | version |
| bc | GNU software calculator | https://github.com/gavinhoward/bc | oci://ghcr.io/pkgforge/bincache/bc/nixpkgs/bc:1.08.1-riscv64-linux | 1.08.1 |
| beszel-agent | Lightweight server monitoring hub with historical data, docker stats, and alerts | https://github.com/henrygd/beszel | oci://ghcr.io/pkgforge/bincache/beszel/official/beszel-agent:v0.11.1-riscv64-linux | v0.11.1 |
| binfmt | Tool to enable/setup binfmt | https://github.com/tonistiigi/binfmt | oci://ghcr.io/pkgforge/bincache/binfmt/official/stable/binfmt:deploy_v9.2.2-52-riscv64-linux | deploy/v9.2.2-52 |
| binutils/addr2line | Converts addresses into filenames and line numbers [binutils] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/bincache/binutils/nixpkgs/addr2line:2.44-riscv64-linux | 2.44 |
| binutils | Tools for manipulating binaries (linker, assembler, etc.) [alias=bintools] | https://sourceware.org/git/gitweb.cgi?p=binutils-gdb.git | oci://ghcr.io/pkgforge/pkgcache/binutils/appimage/ppkg/stable/binutils:2.43.1-riscv64-linux | 2.43.1 |
| bison | Yacc-compatible parser generator | https://https.git.savannah.gnu.org/git/bison.git | oci://ghcr.io/pkgforge/bincache/bison/nixpkgs/bison:3.8.2-riscv64-linux | 3.8.2 |
| util-linux/blkdiscard | Discard the content of sectors on a device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkdiscard:2.41-riscv64-linux | 2.41 |
| util-linux/blkid | Print block device information [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkid:2.41-riscv64-linux | 2.41 |
| bmake | Portable version of NetBSD make utility | https://www.crufty.net/ftp/pub/sjg/ | oci://ghcr.io/pkgforge/bincache/bmake/ppkg/bmake:20250308-riscv64-linux | 20250308 |
| iproute2/bridge | Show/Manipulate bridge addresses and devices [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/bridge:6.14.0-riscv64-linux | 6.14.0 |
| pkgconf/bomtool | Package compiler and linker metadata Toolkit | https://github.com/pkgconf/pkgconf | oci://ghcr.io/pkgforge/bincache/pkgconf/nixpkgs/bomtool:2.4.3-riscv64-linux | 2.4.3 |
| util-linux/blkzone | Run zone command on the given block device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkzone:2.41-riscv64-linux | 2.41 |
| execline/backtick | Run a program and stores its output in an environment variable [execline] | https://github.com/skarnet/execline | oci://ghcr.io/pkgforge/bincache/execline/ppkg/stable/backtick:2.9.6.1-riscv64-linux | 2.9.6.1 |
| brotli | Generic-purpose lossless compression tool | https://github.com/google/brotli | oci://ghcr.io/pkgforge/bincache/brotli/nixpkgs/brotli:1.1.0-riscv64-linux | 1.1.0 |
| busybox | A multi-purpose executable providing many standard UNIX utilities [busybox] | https://git.busybox.net/busybox | oci://ghcr.io/pkgforge/bincache/busybox/nixpkgs/busybox:1.36.1-riscv64-linux | 1.36.1 |
| bwrap | Namespaces-powered chroot-like solution for Unprivileged Sandboxing (Patched) | https://github.com/containers/bubblewrap | oci://ghcr.io/pkgforge/bincache/bubblewrap/patched/bwrap:HEAD-9ca3b05-241030T160747-riscv64-linux | HEAD-9ca3b05-241030T160747 |
| bwrap | Namespaces-powered chroot-like solution for Unprivileged Sandboxing | https://github.com/containers/bubblewrap | oci://ghcr.io/pkgforge/bincache/bubblewrap/official/bwrap:HEAD-9ca3b05-241030T160747-riscv64-linux | HEAD-9ca3b05-241030T160747 |
| byacc/byacc | Berkeley YACC | https://github.com/ThomasDickey/byacc-snapshots | oci://ghcr.io/pkgforge/bincache/byacc/nixpkgs/byacc:20241231-riscv64-linux | 20241231 |
| bzip3 | Efficient statistical file compressor and spiritual successor to bzip2 [bzip3] | https://github.com/kspalaiologos/bzip3 | oci://ghcr.io/pkgforge/bincache/bzip3/ppkg/bzip3:1.5.1-riscv64-linux | 1.5.1 |
| containerd | An open and reliable container runtime | https://github.com/containerd/containerd | oci://ghcr.io/pkgforge/bincache/containerd/official/containerd:v2.1.1-riscv64-linux | v2.1.1 |
| util-linux/chrt | Show or change the real-time scheduling attributes of a process [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chrt:2.41-riscv64-linux | 2.41 |
| e2fsprogs/chattr | Change file attributes on a Linux file system [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/chattr:1.47.2-riscv64-linux | 1.47.2 |
| util-linux/cal | Display a calendar, or some part of it [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/cal:2.41-riscv64-linux | 2.41 |
| openssl/c_rehash | Toolkit for the Transport Layer Security (TLS) and Secure Sockets Layer (SSL) protocols | https://github.com/openssl/openssl | oci://ghcr.io/pkgforge/bincache/openssl/nixpkgs/c_rehash:3.4.1-riscv64-linux | 3.4.1 |
| caddy | A powerful, enterprise-ready, and extensible HTTP/2 + HTTP/3 web server with automatic HTTPS | https://github.com/caddyserver/caddy | oci://ghcr.io/pkgforge/bincache/caddy/official/stable/caddy:v2.10.0-riscv64-linux | v2.10.0 |
| caddy | A powerful, enterprise-ready, and extensible HTTP/2 + HTTP/3 web server with automatic HTTPS (Beta) | https://github.com/caddyserver/caddy | oci://ghcr.io/pkgforge/bincache/caddy/official/beta/caddy:v2.10.0-beta.4-riscv64-linux | v2.10.0-beta.4 |
| moreutils/chronic | Run a command quietly unless it fails [moreutils] | https://git.joeyh.name/index.cgi/moreutils.git | oci://ghcr.io/pkgforge/bincache/moreutils/ppkg/chronic:0.70-riscv64-linux | 0.70 |
| outils/calendar | Reminder service [outils] | https://github.com/leahneukirchen/outils | oci://ghcr.io/pkgforge/bincache/outils/nixpkgs/calendar:0.13-riscv64-linux | 0.13 |
| outils/cksum | Display file checksums and block counts [outils] | https://github.com/leahneukirchen/outils | oci://ghcr.io/pkgforge/bincache/outils/nixpkgs/cksum:0.13-riscv64-linux | 0.13 |
| util-linux/cfdisk | Display or manipulate a disk partition table [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/cfdisk:2.41-riscv64-linux | 2.41 |
| iputils/clockdiff | Measure clock difference between hosts [iputils] | https://github.com/iputils/iputils | oci://ghcr.io/pkgforge/bincache/iputils/nixpkgs/clockdiff:20240905-riscv64-linux | 20240905 |
| libcap-ng/captest | Demonstrate capabilities [libcap-ng] | https://github.com/stevegrubb/libcap-ng | oci://ghcr.io/pkgforge/bincache/libcap-ng/nixpkgs/captest:0.8.5-riscv64-linux | 0.8.5 |
| util-linux/choom | Display and adjust OOM-killer score [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/choom:2.41-riscv64-linux | 2.41 |
| libcap/captree | Display tree of process capabilities [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/captree:2.75-riscv64-linux | 2.75 |
| ciadpi | SOCKS proxy server implementing some DPI bypass methods | https://github.com/hufrea/byedpi | oci://ghcr.io/pkgforge/bincache/byedpi/nixpkgs/ciadpi:0.16.6-riscv64-linux | 0.16.6 |
| util-linux/colrm | Filter out the specified columns [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/colrm:2.41-riscv64-linux | 2.41 |
| execline/case | Compare a value against a series of regular expressions & execute a program [execline] | https://github.com/skarnet/execline | oci://ghcr.io/pkgforge/bincache/execline/ppkg/stable/case:2.9.6.1-riscv64-linux | 2.9.6.1 |
| util-linux/chsh | Change login shell for a user [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chsh:2.41-riscv64-linux | 2.41 |
| coreutils | Multicall Binary for Coreutils: GNU File, Shell, and Text utilities | https://github.com/coreutils/coreutils | oci://ghcr.io/pkgforge/bincache/coreutils/nixpkgs/coreutils:9.7-riscv64-linux | 9.7 |
| execline/cd | Change the current working directory to a given directory & execute a program [execline] | https://github.com/skarnet/execline | oci://ghcr.io/pkgforge/bincache/execline/ppkg/stable/cd:2.9.6.1-riscv64-linux | 2.9.6.1 |
| util-linux/chfn | Change finger informaiton [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chfn:2.41-riscv64-linux | 2.41 |
| chsrc | Change Source everywhere for every software | https://github.com/RubyMetric/chsrc | oci://ghcr.io/pkgforge/bincache/chsrc/official/chsrc:v0.2.1-riscv64-linux | v0.2.1 |
| moreutils/combine | Combine sets of lines from two files using boolean operations [moreutils] | https://git.joeyh.name/index.cgi/moreutils.git | oci://ghcr.io/pkgforge/bincache/moreutils/ppkg/combine:0.70-riscv64-linux | 0.70 |
| util-linux/colcrt | Filter nroff output for CRT previewing [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/colcrt:2.41-riscv64-linux | 2.41 |
| lcdf-typetools/cfftot1 | Convert PostScript font from CFF to Type 1 [lcdf-typetools] | https://github.com/kohler/lcdf-typetools | oci://ghcr.io/pkgforge/bincache/lcdf-typetools/ppkg/cfftot1:2.110-riscv64-linux | 2.110 |
| util-linux/chmem | Set a particular size or range of memory online or offline [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chmem:2.41-riscv64-linux | 2.41 |
| cpufetch | Simple yet fancy CPU architecture fetching tool | https://github.com/Dr-Noob/cpufetch | oci://ghcr.io/pkgforge/bincache/cpufetch/nixpkgs/cpufetch:1.06-riscv64-linux | 1.06 |
| crictl | CLI for kubelet CRI [cri-tools] | https://github.com/kubernetes-sigs/cri-tools | oci://ghcr.io/pkgforge/bincache/cri-tools/official/crictl:v1.33.0-riscv64-linux | v1.33.0 |
| crontab/cron | Daemon for running commands at specific times [crontab] | https://www.gnu.org/software/cron/ | oci://ghcr.io/pkgforge/bincache/crontab/nixpkgs/cron:4.1-riscv64-linux | 4.1 |
| libcap/capsh | Capability Shell Wrapper [libcap] | https://git.kernel.org/pub/scm/libs/libcap/libcap.git | oci://ghcr.io/pkgforge/bincache/libcap/nixpkgs/capsh:2.75-riscv64-linux | 2.75 |
| util-linux/chcpu | Configure CPUs in a multi-processor system [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/chcpu:2.41-riscv64-linux | 2.41 |
| crontab/crontab | Program used to install, remove or list the tables used to drive the cron daemon [crontab] | https://www.gnu.org/software/cron/ | oci://ghcr.io/pkgforge/bincache/crontab/nixpkgs/crontab:4.1-riscv64-linux | 4.1 |
| util-linux/ctrlaltdel | Set the function of the Ctrl-Alt-Del combination [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/ctrlaltdel:2.41-riscv64-linux | 2.41 |
| iproute2/ctstat | Unified linux network connection tracking statistics [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/ctstat:6.14.0-riscv64-linux | 6.14.0 |
| curl/curl | A command line tool for transferring files with URL syntax | https://github.com/stunnel/static-curl | oci://ghcr.io/pkgforge/bincache/curl/stunnel/curl:8.14.1-riscv64-linux | 8.14.1 |
| dae | eBPF-based Linux high-performance Transparent Proxy solution | https://github.com/daeuniverse/dae | oci://ghcr.io/pkgforge/bincache/dae/official/stable/dae:v1.0.0-riscv64-linux | v1.0.0 |
| dash | POSIX compliant shell that aims to be as small as possible | https://git.kernel.org/pub/scm/utils/dash/dash.git/ | oci://ghcr.io/pkgforge/bincache/dash/nixpkgs/dash:0.5.12-riscv64-linux | 0.5.12 |
| dash | POSIX compliant shell that aims to be as small as possible | https://git.kernel.org/pub/scm/utils/dash/dash.git/ | oci://ghcr.io/pkgforge/bincache/dash/ppkg/dash:0.5.12-riscv64-linux | 0.5.12 |
| dateutils/datediff | Compute duration from DATE/TIME (the reference date/time) to the other [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datediff:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datesort | Sort contents of FILE chronologically [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datesort:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dategrep | Grep standard input for lines that match EXPRESSION [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dategrep:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateadd | Add DURATION to DATE/TIME and print the result [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateadd:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datetest | Like test(1) but for dates [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datetest:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateconv | Convert DATE/TIMEs between calendrical systems [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateconv:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateround | Round DATE/TIME to the next occurrence of RNDSPEC [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateround:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dadd | Add DURATION to DATE/TIME and print the result (alias=dateadd) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dadd:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dateseq | Generate a sequence of date/times from FIRST to LAST or in INCREMENT [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dateseq:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/datezone | Convert DATE/TIMEs between timezones [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/datezone:0.4.11-riscv64-linux | 0.4.11 |
| dbus/dbus-update-activation-environment | Update environment used for D-Bus session services [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-update-activation-environment:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-daemon | The D-Bus message bus daemon [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-daemon:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-cleanup-sockets | Clean up leftover sockets in a directory [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-cleanup-sockets:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-uuidgen | Utility to generate UUIDs [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-uuidgen:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-run-session | Start a process as a new D-Bus session [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-run-session:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-launch | Utility to start a message bus from a shell script [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-launch:1.14.10-riscv64-linux | 1.14.10 |
| dbus/dbus-monitor | Monitor messages going through a D-Bus message bus [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-monitor:1.14.10-riscv64-linux | 1.14.10 |
| util-linux/column | Columnate lists [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/column:2.41-riscv64-linux | 2.41 |
| dbus/dbus-test-tool | D-Bus traffic generator and test tool [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-test-tool:1.14.10-riscv64-linux | 1.14.10 |
| util-linux/blockdev | Call block device ioctls from the command line [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blockdev:2.41-riscv64-linux | 2.41 |
| e2fsprogs/compile_et | Error table compiler [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/compile_et:1.47.2-riscv64-linux | 1.47.2 |
| util-linux/blkpr | Run persistent reservations command on a device [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/blkpr:2.41-riscv64-linux | 2.41 |
| dbus/dbus-send | Send a message to a message bus [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-send:1.14.10-riscv64-linux | 1.14.10 |
| sudo/cvtsudoers | Convert between sudoers file formats [sudo] | https://github.com/sudo-project/sudo | oci://ghcr.io/pkgforge/bincache/sudo/nixpkgs/cvtsudoers:1.9.16p2-riscv64-linux | 1.9.16p2 |
| dbus/dbus-daemon-launch-helper | DBus SUID launch helper for autospawning [dbus] | https://gitlab.freedesktop.org/dbus/dbus | oci://ghcr.io/pkgforge/bincache/dbus/nixpkgs/dbus-daemon-launch-helper:1.14.10-riscv64-linux | 1.14.10 |
| dateutils/dconv | Convert DATE/TIMEs between calendrical systems (alias=dateconv) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dconv:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/ddiff | Compute duration from DATE/TIME (the reference date/time) to the other (alias=datediff) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/ddiff:0.4.11-riscv64-linux | 0.4.11 |
| dateutils/dgrep | Grep standard input for lines that match EXPRESSION (alias=dategrep) [dateutils] | https://github.com/hroptatyr/dateutils | oci://ghcr.io/pkgforge/bincache/dateutils/nixpkgs/dgrep:0.4.11-riscv64-linux | 0.4.11 |
| execline/define | Replace a literal with a value & execute a program [execline] | https://github.com/skarnet/execline | oci://ghcr.io/pkgforge/bincache/execline/ppkg/stable/define:2.9.6.1-riscv64-linux | 2.9.6.1 |
| desktop-file-utils/desktop-file-install | Install a new desktop file entry or rebuild/modify the MIME-types DB [desktop-file-utils] | https://gitlab.freedesktop.org/xdg/desktop-file-utils | oci://ghcr.io/pkgforge/bincache/desktop-file-utils/ppkg/desktop-file-install:0.28-riscv64-linux | 0.28 |
| iproute2/dcb | Show/Manipulate DCB (Data Center Bridging) settings [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/dcb:6.14.0-riscv64-linux | 6.14.0 |
| util-linux/delpart | Tell the kernel to forget about a specified partition [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/delpart:2.41-riscv64-linux | 2.41 |
| desktop-file-utils/desktop-file-edit | Modify an existing desktop file entry [desktop-file-utils] | https://gitlab.freedesktop.org/xdg/desktop-file-utils | oci://ghcr.io/pkgforge/bincache/desktop-file-utils/ppkg/desktop-file-edit:0.28-riscv64-linux | 0.28 |
| desktop-file-utils/desktop-file-validate | Validate & Verify the integrity of a desktop file [desktop-file-utils] | https://gitlab.freedesktop.org/xdg/desktop-file-utils | oci://ghcr.io/pkgforge/bincache/desktop-file-utils/ppkg/desktop-file-validate:0.28-riscv64-linux | 0.28 |
| net-tools/dnsdomainname | Show/Set the system's DNS domain name | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/dnsdomainname:2.10-riscv64-linux | 2.10 |
| net-tools/domainname | Show/Set the system's NIS/YP domain name | https://git.code.sf.net/p/net-tools/code | oci://ghcr.io/pkgforge/bincache/net-tools/nixpkgs/domainname:2.10-riscv64-linux | 2.10 |
| iproute2/devlink | Manage/Monitor network device links [iproute2] | https://github.com/iproute2/iproute2 | oci://ghcr.io/pkgforge/bincache/iproute2/nixpkgs/devlink:6.14.0-riscv64-linux | 6.14.0 |
| execline/dollarat | Print the positional parameters of an execline script [execline] | https://github.com/skarnet/execline | oci://ghcr.io/pkgforge/bincache/execline/ppkg/stable/dollarat:2.9.6.1-riscv64-linux | 2.9.6.1 |
| kmod/depmod | Generate modules.dep and map files [kmod] | https://github.com/kmod-project/kmod | oci://ghcr.io/pkgforge/bincache/kmod/nixpkgs/depmod:31-riscv64-linux | 31 |
| util-linux/dmesg | Print or control the kernel messaging buffer [util-linux] | https://github.com/util-linux/util-linux | oci://ghcr.io/pkgforge/bincache/util-linux/nixpkgs/dmesg:2.41-riscv64-linux | 2.41 |
| e2fsprogs/debugfs | ext2/ext3/ext4 file system debugger [e2fsprogs] | https://github.com/tytso/e2fsprogs | oci://ghcr.io/pkgforge/bincache/e2fsprogs/nixpkgs/debugfs:1.47.2-riscv64-linux | 1.47.2 |
| dos2unix/dos2unix | DOS to Unix and vice versa text file format (line endings) converter [dos2unix] | https://dos2unix.sourceforge.io | oci://ghcr.io/pkgforge/bincache/dos2unix/nixpkgs/dos2unix:7.5.2-riscv64-linux | 7.5.2 |
| dpkg/dpkg-genbuildinfo | Generate Debian .buildinfo files [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-genbuildinfo:1.22.20-riscv64-linux | 1.22.20 |
| dpkg/dpkg-checkbuilddeps | Check build dependencies and conflicts [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-checkbuilddeps:1.22.20-riscv64-linux | 1.22.20 |
| dpkg/dpkg-genchanges | Generate Debian .changes files [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-genchanges:1.22.20-riscv64-linux | 1.22.20 |
| dpkg/dpkg-maintscript-helper | Works around known dpkg limitations in maintainer scripts [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-maintscript-helper:1.22.20-riscv64-linux | 1.22.20 |
| dpkg/dpkg-name | Rename Debian packages to full package names [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-name:1.22.20-riscv64-linux | 1.22.20 |
| dpkg/dpkg-deb | Debian package archive (.deb) manipulation tool [dpkg] | https://git.dpkg.org/cgit/dpkg/dpkg.git | oci://ghcr.io/pkgforge/bincache/dpkg/ppkg/dpkg-deb:1.22.20-riscv64-linux | 1.22.20 |
